observation,LastName,Author,ScientificName,lon,lat,alt,site,country,continent,biome,ymean_temp,ymean_prec,ymean_pet,soil_type,sample_date,growth_form,plant_woodiness,leaf_phenology,sun_shade,dbh,height,a_amax,a_gsw,a_vcmax,a_jmax,a_rdmax,m_amax,SLA,single_leaf_area,wood_dens,leaf_dens,leaf_carbon,leaf_nitrogen,leaf_n_area,leaf_phosphorus,leaf_c2n,leaf_c2p,leaf_n2p,leaf_thick,wood_water_sat,wood_hydcond,wood_water_store,xylem_p12,xylem_p50,xylem_p88,leaf_pio_full,leaf_psi_tlp,leaf_elas_mod,leaf_rwc_tlp,leaf_toughness,leaf_f_punct,max_height,experiment,ValueKind,Count,reference,doi,Notes
1381,Vaessen,Rens Vaessen,Cordia sagotii,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,1.8,,,,,,,,16.6,,,,,31.94,,,,,,0.34,,,,,,,,,,,0.6605,0.0601,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1382,Vaessen,Rens Vaessen,Iryanthera hostmannii,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.5,,,,,,,,13.27,,,,,,,,,,,0.43,,,,,,,,,,,0.3302,0.0300,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1383,Vaessen,Rens Vaessen,Cordia sagotii,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.4,,,,,,,,15.92,,,,,31.66,,,,,,0.29,,,,,,,,,,,0.4246,0.0386,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1384,Vaessen,Rens Vaessen,Iryanthera sagotiana,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.4,,,,,,,,14.96,,,,,,,,,,,0.25,,,,,,,,,,,0.2595,0.0236,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1385,Vaessen,Rens Vaessen,Protium demerarense,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,1.1,,,,,,,,24.46,,,,,24.37,,,,,,0.16,,,,,,,,,,,0.3774,0.0343,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1386,Vaessen,Rens Vaessen,Iryanthera sagotiana,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.4,,,,,,,,16.54,,,,,,,,,,,0.27,,,,,,,,,,,0.2595,0.0236,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1387,Vaessen,Rens Vaessen,Siparuna cuspidata,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.5,,,,,,,,20.08,,,,,,,,,,,0.32,,,,,,,,,,,0.4953,0.0450,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1388,Vaessen,Rens Vaessen,Endlicheria melinonii,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.4,,,,,,,,14.01,,,,,26.75,,,,,,0.45,,,,,,,,,,,0.4953,0.0450,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1389,Vaessen,Rens Vaessen,Iryanthera hostmannii,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.4,,,,,,,,13.17,,,,,,,,,,,0.31,,,,,,,,,,,0.2595,0.0236,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1390,Vaessen,Rens Vaessen,Guatteria blepharophylla,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.9,,,,,,,,14.75,,,,,20.17,,,,,,0.31,,,,,,,,,,,0.6840,0.0622,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1391,Vaessen,Rens Vaessen,Aniba citrifolia,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.4,,,,,,,,19.3,,,,,29.41,,,,,,0.29,,,,,,,,,,,0.3066,0.0279,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1392,Vaessen,Rens Vaessen,Chrysophyllum prieurii,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.4,,,,,,,,15.28,,,,,24.23,,,,,,0.38,,,,,,,,,,,0.3538,0.0322,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1393,Vaessen,Rens Vaessen,,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,1,,,,,,,,11.52,,,,,22.13,,,,,,0.51,,,,,,,,,,,0.8727,0.0794,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1394,Vaessen,Rens Vaessen,Cheiloclinium cognatum,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,2.3,,,,,,,,14.86,,,,,23.95,,,,,,0.26,,,,,,,,,,,0.7076,0.0644,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1395,Vaessen,Rens Vaessen,Pouteria filipes,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.8,,,,,,,,15.65,,,,,,,,,,,0.2,,,,,,,,,,,0.4953,0.0450,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1396,Vaessen,Rens Vaessen,Poraqueiba guianensis,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,3.1,,,,,,,,9.84,,,,,,,,,,,0.27,,,,,,,,,,,0.2595,0.0236,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1397,Vaessen,Rens Vaessen,Iryanthera sagotiana,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,0.5,,,,,,,,18.55,,,,,,,,,,,0.23,,,,,,,,,,,0.2595,0.0236,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
1398,Vaessen,Rens Vaessen,Rinorea,-51.849,3.955,53,GF-SGE,French Guiana,South America,06 - Tropical Moist Forest,,,,,,Tree,Woody,,,1.1,,,,,,,,19.25,,,,,,,,,,,0.32,,,,,,,,,,,0.4953,0.0450,,,Single,1,Vaessen R; Jansen PA; Richard-Hansen C et al. 2023. Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana. Ecology 104:e3872. doi:10.1002/ecy.3872,https://doi.org/10.1002/ecy.3872,Single trees included. No light conditions provided; likely shaded. Leaf toughness was computed by converting pressure (kgf/cm2) to N by assuming puncture element diameter of 3.5 mm. This value comes from the dynamometer specifications (Wagner force dial FDN20).
